dof_index, displacement_x, displacement_y, div_u, curl_u
46437,1.64881e-26,0,5.70957e-29,6.04514e-31
46438,0,0,0,0
46439,0,1.13394e-43,0,0
46440,0,7.60963e-44,0,0
46441,0,0,0,0
46442,0,0,0,0
46443,0,3.60662e-45,0,0
46444,0,3.40418e-45,0,0
46445,0,0,0,0
46446,0,0,0,0
46447,0,0,0,0
46448,5.83649e-39,0,7.23563e-41,2.74789e-41
46449,-3.80391e-40,0,7.23563e-41,2.74789e-41
46450,4.62199e-40,0,3.71793e-43,5.04558e-44
46451,-4.12554e-42,0,3.71793e-43,5.04558e-44
46452,2.72131e-40,0,2.78496e-43,-4.71491e-45
46453,3.09192e-41,0,2.78496e-43,-4.71491e-45
46454,3.13116e-39,0,7.23563e-41,2.74789e-41
46455,8.51481e-40,0,7.23563e-41,2.74789e-41
46456,1.36022e-40,0,3.71793e-43,5.04558e-44
46457,2.99331e-41,0,3.71793e-43,5.04558e-44
46458,2.78696e-39,0,4.18474e-41,7.42698e-42
46459,2.38699e-40,0,4.18474e-41,7.42698e-42
46460,4.70609e-40,0,2.45464e-43,2.23276e-43
46461,1.48098e-40,3.39531e-50,2.45464e-43,2.23276e-43
46462,0,5.24457e-50,0,0
46463,0,0,0,0
46464,0,0,0,0
46465,0,0,0,0
46466,0,0,0,0
46467,0,0,0,0
46468,0.13097,0,7.27001e-05,-1.04682e-05
46469,0.0306856,0,7.27001e-05,-1.04682e-05
46470,1.92763e-85,0,5.22907e-88,-4.11366e-89
46471,8.03776e-86,0,5.22907e-88,-4.11366e-89
46472,2.55508e-87,0,1.66071e-88,5.24102e-89
46473,1.07453e-87,3.96009e-61,1.66071e-88,5.24102e-89
46474,7.85058e-87,3.26309e-60,5.22907e-88,-4.11366e-89
46475,-9.06609e-89,0,5.22907e-88,-4.11366e-89
46476,6.85543e-89,0,4.43819e-90,-1.35031e-90
46477,1.93247e-89,0,4.43819e-90,-1.35031e-90
46478,0.103621,0,8.26622e-05,1.24667e-05
46479,0.0258751,0,8.26622e-05,1.24667e-05
46480,0,0,0,0
46481,0,1.0321e-91,0,0
46482,0,4.88641e-92,0,0
46483,0,0,0,0
46484,0,0,0,0
46485,0,0,0,0
46486,-3.61797e-117,0,1.97876e-119,4.75976e-120
46487,4.38569e-116,0,1.97876e-119,4.75976e-120
46488,0,0,0,0
46489,0,0,0,0
46490,0,0,0,0
46491,0,0,0,0
46492,0,0,0,0
46493,0,0,0,0
46494,0,0,0,0
46495,0,0,0,0
46496,0,0,0,0
46497,0,0,0,0
46498,0,0,0,0
46499,0,0,0,0
46500,0,0,0,0
46501,0,0,0,0
46502,5.08966e-57,0,1.78339e-58,1.21155e-58
46503,2.36934e-58,0,1.78339e-58,1.21155e-58
46504,2.34248e-56,0,6.55895e-58,5.62074e-58
46505,-5.6849e-57,0,6.55895e-58,5.62074e-58
46506,7.62541e-56,0,6.55895e-58,5.62074e-58
46507,-5.41977e-57,0,6.55895e-58,5.62074e-58
46508,0,0,0,0
46509,0,0,0,0
46510,0,0,0,0
46511,0,0,0,0
46512,0,0,0,0
46513,0,0,0,0
46514,0,0,0,0
46515,0,2.17767e-05,0,0
46516,0,1.14344e-05,0,0
46517,0,4.7679e-100,0,0
46518,0,-1.78188e-100,0,0
46519,0,8.26954e-78,0,0
46520,0,-2.73438e-79,0,0
46521,0,0,0,0
46522,0,0,0,0
46523,0,3.04708e-90,0,0
46524,0,1.2947e-90,0,0
46525,0,6.62459e-107,0,0
46526,0,1.88667e-106,0,0
46527,0,0,0,0
46528,0.630406,0,-0.0010528,2.97933e-05
46529,1.06305,0,-0.0010528,2.97933e-05
46530,0,0,0,0
46531,0,0,0,0
46532,0,0,0,0
46533,0,0,0,0
46534,0,0,0,0
46535,0,7.96326e-62,0,0
46536,0,-1.45342e-62,0,0
46537,0,0,0,0
46538,0,0,0,0
46539,0,0,0,0
46540,0,0,0,0
46541,0,1.829e-21,0,0
46542,0,1.02063e-20,0,0
46543,0,0,0,0
46544,0,0,0,0
46545,0,0,0,0
46546,0,0,0,0
46547,0,0,0,0
46548,0,0,0,0
46549,0,0,0,0
46550,0,0,0,0
46551,0,0,0,0
46552,0,0,0,0
46553,0,0,0,0
46554,0,0,0,0
46555,0,0,0,0
46556,0,0,0,0
46557,0,0,0,0
46558,0,0,0,0
46559,0,0,0,0
46560,0,0,0,0
46561,0,0,0,0
46562,0,0,0,0
46563,0,0,0,0
46564,0,0,0,0
46565,0,0,0,0
46566,0,0,0,0
46567,0,0,0,0
46568,0,0,0,0
46569,0,0,0,0
46570,0,0,0,0
46571,0,0,0,0
46572,0.00479819,0,1.25234e-05,2.37665e-06
46573,0.00738383,0,1.25234e-05,2.37665e-06
46574,0.01227,0,1.25234e-05,2.37665e-06
46575,0.0169159,6.04687e-32,1.25234e-05,2.37665e-06
46576,0.00398102,2.104e-32,3.0809e-06,-8.03376e-07
46577,0.00526888,0,3.0809e-06,-8.03376e-07
46578,0,0,0,0
46579,0,0,0,0
46580,0,0,0,0
46581,0,0,0,0
46582,0,0,0,0
46583,0,0,0,0
46584,0,0,0,0
46585,0,0,0,0
46586,0,0,0,0
46587,0,0,0,0
46588,0,0,0,0
46589,0,4.40472e-53,0,0
46590,0,3.15204e-52,0,0
46591,0,0,0,0
46592,0,0,0,0
46593,0,4.33552e-20,0,0
46594,0,2.0463e-20,0,0
46595,0,0,0,0
46596,0,0,0,0
46597,0,0,0,0
46598,0,0,0,0
46599,0,0,0,0
46600,0,0,0,0
46601,0,0,0,0
46602,0,0,0,0
46603,0,0,0,0
46604,0,0,0,0
46605,0,0,0,0
46606,0,0,0,0
46607,0,0,0,0
46608,0,0,0,0
46609,0,0,0,0
46610,0,0,0,0
46611,0,0,0,0
46612,0,0,0,0
46613,0,0,0,0
46614,0,0,0,0
46615,0,6.9952e-27,0,0
46616,0,5.05031e-26,0,0
46617,0,1.78758e-27,0,0
46618,0,6.25189e-27,0,0
46619,0,7.60337e-27,0,0
46620,0,8.47499e-26,0,0
46621,0,0,0,0
46622,0,0,0,0
46623,0,0,0,0
46624,0,0,0,0
46625,0,0,0,0
46626,0,0,0,0
46627,0,0,0,0
46628,0,0,0,0
46629,0,0,0,0
46630,0,0,0,0
46631,0,0,0,0
46632,0,0,0,0
46633,0,0,0,0
46634,0,0,0,0
46635,0,0,0,0
46636,0,0,0,0
46637,0,0,0,0
46638,0,0,0,0
46639,0,0,0,0
46640,0,0,0,0
46641,0,0,0,0
46642,0,0,0,0
46643,0,0,0,0
46644,0,0,0,0
46645,0,0,0,0
46646,0,0,0,0
46647,0,0,0,0
46648,0,0,0,0
46649,0,0,0,0
46650,0,0,0,0
46651,0,0,0,0
46652,0,0,0,0
46653,0,0,0,0
46654,0,0,0,0
46655,0,0,0,0
46656,0,0,0,0
46657,0,0,0,0
46658,0,0,0,0
46659,0,1.42111e-82,0,0
46660,0,2.0723e-83,0,0
46661,0,1.03104e-80,0,0
46662,0,4.20824e-81,0,0
46663,0,0,0,0
46664,0,0,0,0
46665,0,0,0,0
46666,0,0,0,0
46667,0,0,0,0
46668,0,0,0,0
46669,0,0,0,0
46670,0,0,0,0
46671,0,0,0,0
46672,0,0,0,0
46673,0,0,0,0
46674,0,0,0,0
46675,0,0,0,0
46676,0,0,0,0
46677,0,0,0,0
46678,0,0,0,0
46679,0,0,0,0
46680,0,0,0,0
46681,0,0,0,0
46682,0,0,0,0
46683,0,0,0,0
46684,0,0,0,0
46685,0,0,0,0
46686,0,0,0,0
46687,0,0,0,0
46688,0,0,0,0
46689,0,0,0,0
46690,0,0,0,0
46691,0,0,0,0
46692,0,0,0,0
46693,0,1.09936e-48,0,0
46694,0,3.09627e-48,0,0
46695,0,0,0,0
46696,0,0,0,0
46697,0,0,0,0
46698,0,0,0,0
46699,0,1.76327e-106,0,0
46700,0,7.5288e-107,0,0
46701,0,0,0,0
46702,0,0,0,0
46703,0,0,0,0
46704,0,0,0,0
46705,0,0,0,0
46706,0,0,0,0
46707,0,2.91322e-123,0,0
46708,0,2.77026e-124,0,0
46709,0,0,0,0
46710,0,0,0,0
46711,0,1.17504e-11,0,0
46712,0,3.79855e-11,0,0
46713,0,0,0,0
46714,0,0,0,0
46715,0,0,0,0
46716,0,0,0,0
46717,0,2.47829e-64,0,0
46718,0,1.07656e-64,0,0
46719,0,0,0,0
46720,0,0,0,0
46721,0,0,0,0
46722,0,0,0,0
46723,0,0,0,0
46724,0,0,0,0
46725,0,0,0,0
46726,0,0,0,0
46727,0,0,0,0
46728,0,0,0,0
46729,0,0,0,0
46730,0,0,0,0
46731,0,0,0,0
46732,0,0,0,0
46733,0,0,0,0
46734,0,0,0,0
46735,0,0,0,0
46736,0,0,0,0
46737,0,0,0,0
46738,0,0,0,0
46739,0,0,0,0
46740,0,0,0,0
46741,0,0,0,0
46742,0,0,0,0
46743,0,0,0,0
46744,0,0,0,0
46745,0,0,0,0
46746,0,0,0,0
46747,0,0,0,0
46748,0,0,0,0
46749,0,0,0,0
46750,0,0,0,0
46751,0,0,0,0
46752,0,0,0,0
46753,0,0,0,0
46754,0,0,0,0
46755,0,0,0,0
46756,0,0,0,0
46757,0,0,0,0
46758,0,0,0,0
46759,0,0,0,0
46760,0,0,0,0
46761,0,0,0,0
46762,0,0,0,0
46763,0,0,0,0
46764,0,0,0,0
46765,0,0,0,0
46766,0,0,0,0
46767,0,0,0,0
46768,0,0,0,0
46769,0,0,0,0
46770,0,0,0,0
46771,0,0,0,0
46772,0,0,0,0
46773,0,0,0,0
46774,0,0,0,0
46775,0,0,0,0
46776,0,0,0,0
46777,0,0,0,0
46778,0,0,0,0
46779,0,0,0,0
46780,0,0,0,0
46781,0,0,0,0
46782,0,0,0,0
46783,0,0,0,0
46784,0,0,0,0
46785,0,0,0,0
46786,0,0,0,0
46787,0,0,0,0
46788,0,0,0,0
46789,0,0,0,0
46790,0,0,0,0
46791,0,0,0,0
46792,3.32174e-131,0,8.99015e-135,2.84636e-134
46793,-4.65272e-131,0,8.99015e-135,2.84636e-134
46794,2.58047e-127,0,1.63703e-130,-7.01383e-131
46795,-8.36504e-128,0,1.63703e-130,-7.01383e-131
46796,2.16e-128,0,1.11665e-130,-9.94662e-131
46797,-2.25933e-127,0,1.11665e-130,-9.94662e-131
46798,0,0,0,0
46799,0,0,0,0
46800,1.01157e-129,0,7.15545e-133,-1.8816e-133
46801,-4.1236e-130,0,7.15545e-133,-1.8816e-133
46802,3.42184e-126,0,1.75063e-127,-3.23742e-127
46803,-2.70463e-126,0,1.75063e-127,-3.23742e-127
46804,2.91394e-126,0,2.03895e-129,5.84759e-131
46805,-4.14065e-127,0,2.03895e-129,5.84759e-131
46806,4.5573e-86,0,3.20496e-89,-7.41015e-90
46807,6.12617e-87,0,3.20496e-89,-7.41015e-90
46808,0,0,0,0
46809,0,0,0,0
46810,0,0,0,0
46811,0,0,0,0
46812,2.24362e-82,0,4.66907e-84,1.42836e-84
46813,-6.40198e-83,0,4.66907e-84,1.42836e-84
46814,4.45802e-95,0,5.77671e-96,-2.00171e-96
46815,3.21433e-95,0,5.77671e-96,-2.00171e-96
46816,2.11761e-93,0,2.10349e-94,-7.17795e-95
46817,2.2283e-93,0,2.10349e-94,-7.17795e-95
46818,1.30127e-93,0,9.69286e-95,1.33857e-95
46819,3.01373e-94,0,9.69286e-95,1.33857e-95
46820,2.98165e-55,0,1.78339e-58,1.21155e-58
46821,4.78538e-56,0,1.78339e-58,1.21155e-58
46822,0,0,0,0
46823,0,0,0,0
46824,0,0,0,0
46825,0,0,0,0
46826,0,0,0,0
46827,0,0,0,0
46828,0,0,0,0
46829,0,0,0,0
46830,0,0,0,0
46831,0,0,0,0
46832,0,0,0,0
46833,0,0,0,0
46834,0,0,0,0
46835,0,0,0,0
46836,0,0,0,0
46837,0,0,0,0
46838,0,0,0,0
46839,0,2.06596e-98,0,0
46840,0,1.65845e-98,0,0
46841,0,0,0,0
46842,0,0,0,0
46843,0,0,0,0
46844,0,0,0,0
46845,0,0,0,0
46846,0,0,0,0
46847,0,0,0,0
46848,0,0,0,0
46849,0,0,0,0
46850,0,0,0,0
46851,0,0,0,0
46852,0,0,0,0
46853,0,0,0,0
46854,0,0,0,0
46855,0,0,0,0
46856,0,0,0,0
46857,0,0,0,0
46858,0,0,0,0
46859,0,0,0,0
46860,0,0,0,0
46861,0,0,0,0
46862,0,0,0,0
46863,0,9.03812e-41,0,0
46864,0,1.11563e-41,0,0
46865,0,0,0,0
46866,0,0,0,0
46867,0,0,0,0
46868,0,0,0,0
46869,0,0,0,0
46870,0,0,0,0
46871,0,0,0,0
46872,0,0,0,0
46873,0,0,0,0
46874,0,0,0,0
46875,0,0,0,0
46876,0,0,0,0
46877,0,0,0,0
46878,0,0,0,0
46879,0,0,0,0
46880,0,0,0,0
46881,0,0,0,0
46882,0,0,0,0
46883,0,0,0,0
46884,0,0,0,0
46885,0,1.66327e-108,0,0
46886,0,-4.61671e-109,0,0
46887,0,0,0,0
46888,0,0,0,0
46889,0,0,0,0
46890,0,0,0,0
46891,0,0,0,0
46892,0,0,0,0
46893,0,0,0,0
46894,0,0,0,0
46895,0,0,0,0
46896,1.1528e-95,0,8.1356e-97,3.27567e-97
46897,9.84652e-97,0,8.1356e-97,3.27567e-97
46898,1.33561e-97,0,1.21267e-100,-1.34582e-101
46899,-7.48952e-99,0,1.21267e-100,-1.34582e-101
46900,0,0,0,0
46901,0,1.14214e-30,0,0
46902,0,2.48035e-30,0,0
46903,0,1.20862e-29,0,0
46904,0,2.30542e-30,0,0
46905,0,0,0,0
46906,0,0,0,0
46907,0,0,0,0
46908,0,0,0,0
46909,0,0,0,0
46910,0,0,0,0
46911,0,1.20637e-32,0,0
46912,0,-1.1278e-33,0,0
46913,0,0,0,0
46914,0,0,0,0
46915,0,0,0,0
46916,0,0,0,0
46917,0,0,0,0
46918,0,0,0,0
46919,0,0,0,0
46920,0,0,0,0
46921,0,0,0,0
46922,0,0,0,0
46923,0,0,0,0
46924,0,0,0,0
46925,0,8.26684e-76,0,0
46926,0,-4.38101e-76,0,0
46927,0,1.44375e-88,0,0
46928,0,-7.04235e-89,0,0
46929,0,0,0,0
46930,0,0,0,0
46931,0,0,0,0
46932,0,0,0,0
46933,0,5.26101e-64,0,0
46934,0,-3.70949e-64,0,0
46935,0,0,0,0
46936,0,0,0,0
46937,0,6.17433e-91,0,0
46938,0,-5.40983e-92,0,0
46939,0,1.07041e-92,0,0
46940,0,1.64845e-94,0,0
46941,0,1.84943e-87,0,0
46942,0,-1.17897e-88,0,0
46943,0,0,0,0
46944,0,0,0,0
46945,0,0,0,0
46946,0,0,0,0
46947,0,0,0,0
46948,0,0,0,0
46949,0,0,0,0
46950,0,0,0,0
46951,0,1.75884e-129,0,0
46952,0,-5.25148e-130,0,0
46953,0,0,0,0
46954,0,0,0,0
46955,0,0,0,0
46956,0,0,0,0
46957,0,0,0,0
46958,0,0,0,0
46959,0,0,0,0
46960,0,0,0,0
46961,0,0,0,0
46962,0,0,0,0
46963,0,0,0,0
46964,0,0,0,0
46965,0,0,0,0
46966,0,0,0,0
46967,0,0,0,0
46968,0,0,0,0
46969,0,0,0,0
46970,0,0,0,0
46971,0,0,0,0
46972,0,0,0,0
46973,0,0,0,0
46974,0,0,0,0
46975,0,0,0,0
46976,0,0,0,0
46977,0,0,0,0
46978,0,0,0,0
46979,0,0,0,0
46980,0,0,0,0
46981,0,0,0,0
46982,0,0,0,0
46983,0,0,0,0
46984,0,0,0,0
46985,0,0,0,0
46986,0,0,0,0
46987,0,5.51171e-82,0,0
46988,0,3.09586e-81,0,0
46989,0,7.74558e-84,0,0
46990,0,1.42635e-83,0,0
46991,0,9.5455e-66,0,0
46992,0,3.46703e-66,0,0
46993,0,6.58606e-17,0,0
46994,0,8.9198e-17,0,0
46995,0,7.22485e-102,0,0
46996,0,5.15257e-102,0,0
46997,0,0,0,0
46998,0,0,0,0
46999,0,0,0,0
47000,0,0,0,0
47001,0,0,0,0
47002,0,0,0,0
47003,0,0,0,0
47004,0,0,0,0
47005,0,0,0,0
47006,2.18925e-11,0,1.41477e-14,-8.36414e-16
47007,6.08745e-12,0,1.41477e-14,-8.36414e-16
47008,0,0,0,0
47009,0,0,0,0
47010,0,0,0,0
47011,0,5.63295e-10,0,0
47012,0,7.21418e-10,0,0
47013,0,0,0,0
47014,0,0,0,0
47015,0,0,0,0
47016,0,0,0,0
47017,0,0,0,0
47018,0,0,0,0
47019,0,0,0,0
47020,0,0,0,0
47021,0,0,0,0
47022,0,0,0,0
47023,0,0,0,0
47024,0,0,0,0
47025,0,0,0,0
47026,0,0,0,0
47027,0,0,0,0
47028,0,0,0,0
47029,0,0,0,0
47030,0,0,0,0
47031,0,0,0,0
47032,0,0,0,0
47033,0,0,0,0
47034,0,0,0,0
47035,0,0,0,0
47036,0,0,0,0
47037,0,0,0,0
47038,0,0,0,0
47039,0,0,0,0
47040,0,0,0,0
47041,0,0,0,0
47042,0,0,0,0
47043,0,0,0,0
47044,0,0,0,0
47045,0,0,0,0
47046,0,0,0,0
47047,0,0,0,0
47048,0,0,0,0
47049,0,2.0891e-79,0,0
47050,0,4.88014e-80,0,0
47051,0,0,0,0
47052,0,0,0,0
47053,0,3.58352e-78,0,0
47054,0,2.47448e-78,0,0
47055,0,0,0,0
47056,0,0,0,0
47057,0,0,0,0
47058,0,0,0,0
47059,0,0,0,0
47060,0,0,0,0
47061,0,0,0,0
47062,0,0,0,0
47063,0,0,0,0
47064,0,0,0,0
47065,0,0,0,0
47066,0,0,0,0
47067,0,0,0,0
47068,0,0,0,0
47069,0,0,0,0
47070,0,0,0,0
47071,0,0,0,0
47072,0,0,0,0
47073,0,0,0,0
47074,0,0,0,0
47075,0,4.19699e-98,0,0
47076,0,-6.42591e-99,0,0
47077,0,0,0,0
47078,0,0,0,0
47079,0,0,0,0
47080,0,0,0,0
47081,0,0,0,0
47082,0,0,0,0
47083,0,3.86372e-111,0,0
47084,0,2.43601e-110,0,0
47085,0,0,0,0
47086,0,0,0,0
47087,0,2.07646e-18,0,0
47088,0,2.05048e-18,0,0
47089,0,1.54945e-94,0,0
47090,0,1.24374e-94,0,0
47091,0,1.93727e-120,0,0
47092,0,-5.91896e-121,0,0
47093,0,0,0,0
47094,0,0,0,0
47095,0,0,0,0
47096,0,0,0,0
47097,0,0,0,0
47098,0,0,0,0
47099,0,1.98258e-17,0,0
47100,0,2.51367e-17,0,0
47101,0,1.47518e-63,0,0
47102,0,-4.7545e-64,0,0
47103,0,3.14122e-63,0,0
47104,0,-6.80212e-64,0,0
47105,0,0,0,0
47106,0,0,0,0
47107,0,0,0,0
47108,0,0,0,0
47109,0,0,0,0
47110,0,0,0,0
47111,0,9.29416e-89,0,0
47112,0,6.27679e-89,0,0
47113,0,0,0,0
47114,0,0,0,0
47115,0,0,0,0
47116,0,0,0,0
47117,0,0,0,0
47118,0,0,0,0
47119,0,0,0,0
47120,0,0,0,0
47121,0,1.88353e-24,0,0
47122,0,8.16042e-25,0,0
47123,0,0,0,0
47124,0,0,0,0
47125,0,0,0,0
47126,0,0,0,0
47127,0,1.37373e-32,0,0
47128,0,2.2555e-32,0,0
47129,0,0,0,0
47130,0,0,0,0
47131,0,0,0,0
47132,0,0,0,0
47133,0,1.14928e-35,0,0
47134,0,-2.44354e-37,0,0
47135,0,0,0,0
47136,0,0,0,0
47137,0,0,0,0
47138,0,0,0,0
47139,0,0,0,0
47140,0,0,0,0
47141,0,0,0,0
47142,0,0,0,0
47143,0,3.60031e-17,0,0
47144,0,2.39423e-17,0,0
47145,0,2.36576e-99,0,0
47146,0,3.35951e-100,0,0
47147,0,0,0,0
47148,0,0,0,0
47149,0,1.88777e-17,0,0
47150,0,3.30439e-17,0,0
47151,0,0,0,0
47152,0,0,0,0
47153,0,0,0,0
47154,0,0,0,0
47155,0,0,0,0
47156,0,0,0,0
47157,0,0,0,0
47158,1.9852e-103,0,7.69999e-104,3.13584e-104
47159,1.72949e-103,0,7.69999e-104,3.13584e-104
47160,0,0,0,0
47161,0,9.85993e-115,0,0
47162,0,-6.86746e-115,0,0
47163,0,1.05031e-29,0,0
47164,0,5.6471e-29,0,0
47165,0,3.70958e-30,0,0
47166,0,7.1992e-30,0,0
47167,0,0,0,0
47168,0,0,0,0
47169,0,0,0,0
47170,0,0,0,0
47171,0,0,0,0
47172,0,0,0,0
47173,0,0,0,0
47174,0,0,0,0
47175,0,0,0,0
47176,0,0,0,0
47177,0,5.71596e-30,0,0
47178,0,5.74877e-31,0,0
47179,0,0,0,0
47180,0,0,0,0
47181,0,0,0,0
47182,0,0,0,0
47183,0,6.49236e-94,0,0
47184,0,-6.90641e-95,0,0
47185,0,0,0,0
47186,0,0,0,0
47187,0,0,0,0
47188,0,0,0,0
47189,0,0,0,0
47190,0,0,0,0
47191,0,0,0,0
47192,0,0,0,0
47193,0,0,0,0
47194,0,0,0,0
47195,0,0,0,0
47196,0,0,0,0
47197,0,0,0,0
47198,0,0,0,0
47199,0,0,0,0
47200,0,0,0,0
47201,0,0,0,0
47202,0,0,0,0
47203,0,0,0,0
47204,0,0,0,0
47205,0,2.58366e-39,0,0
47206,0,4.0952e-39,0,0
47207,0,0,0,0
47208,0,0,0,0
47209,0,0,0,0
47210,0,0,0,0
47211,0,0,0,0
47212,0,0,0,0
47213,0,4.65705e-98,0,0
47214,0,8.0246e-98,0,0
47215,0,0,0,0
47216,0,0,0,0
47217,0,0,0,0
47218,0,0,0,0
47219,0,0,0,0
47220,0,0,0,0
47221,0,0,0,0
47222,0,0,0,0
47223,0,0,0,0
47224,0,0,0,0
47225,0,0,0,0
47226,0,0,0,0
47227,0,1.60507e-72,0,0
47228,0,4.72188e-73,0,0
47229,0,0,0,0
47230,0,0,0,0
47231,0,7.05207e-73,0,0
47232,0,5.44123e-75,0,0
47233,0,0,0,0
47234,0,0,0,0
47235,0,1.83797e-32,0,0
47236,0,1.60007e-33,0,0
47237,0,6.33361e-36,0,0
47238,0,1.25141e-36,0,0
47239,0,0,0,0
47240,0,0,0,0
47241,0,0,0,0
47242,0,0,0,0
47243,0,0,0,0
47244,0,0,0,0
47245,0,0,0,0
47246,0,0,0,0
47247,0,0,0,0
47248,0,0,0,0
47249,0,0,0,0
47250,0,0,0,0
47251,0,0,0,0
47252,0,0,0,0
47253,0,1.28694e-129,0,0
47254,0,7.20941e-130,0,0
47255,0,1.02635e-20,0,0
47256,0,3.10687e-21,0,0
47257,0,8.5782e-93,0,0
47258,0,6.43614e-94,0,0
47259,0,0,0,0
47260,0,0,0,0
47261,0,0,0,0
47262,0,0,0,0
47263,0,0,0,0
47264,0,0,0,0
47265,0,3.17823e-65,0,0
47266,0,-8.95947e-66,0,0
47267,0,1.88446e-63,0,0
47268,0,-3.29301e-64,0,0
47269,0,8.08103e-22,0,0
47270,0,2.44141e-22,0,0
47271,0,0,0,0
47272,0,0,0,0
47273,0,0,0,0
47274,0,0,0,0
47275,0,0,0,0
47276,0,0,0,0
47277,0,5.54025e-73,0,0
47278,0,5.70271e-73,0,0
47279,0,0,0,0
47280,0,0,0,0
47281,0,7.74065e-117,0,0
47282,0,2.76446e-117,0,0
47283,0,0,0,0
47284,0,0,0,0
47285,0,0,0,0
47286,0,0,0,0
47287,0,6.88944e-41,0,0
47288,0,5.93411e-41,0,0
47289,0,0,0,0
47290,0,0,0,0
47291,0,0,0,0
47292,0,0,0,0
47293,0,0,0,0
47294,0,0,0,0
47295,0,0,0,0
47296,0,0,0,0
47297,0,0,0,0
47298,0,0,0,0
47299,0,0,0,0
47300,0,0,0,0
47301,0,0,0,0
47302,0,0,0,0
47303,0,0,0,0
47304,0,0,0,0
47305,0,1.49857e-25,0,0
47306,0,5.29657e-25,0,0
47307,0,0,0,0
47308,0,0,0,0
47309,0,0,0,0
47310,0,0,0,0
47311,0,0,0,0
47312,0,0,0,0
47313,0,0,0,0
47314,0,0,0,0
47315,0,0,0,0
47316,0,0,0,0
47317,0,0,0,0
47318,0,0,0,0
47319,0,0,0,0
47320,0,0,0,0
47321,0,0,0,0
47322,0,0,0,0
47323,0,0,0,0
47324,0,0,0,0
47325,0,0,0,0
47326,0,0,0,0
47327,0,0,0,0
47328,0,0,0,0
47329,0,0,0,0
47330,0,0,0,0
47331,0,0,0,0
47332,0,0,0,0
47333,0,0,0,0
47334,0,0,0,0
47335,0,0,0,0
47336,0,0,0,0
47337,0,0,0,0
47338,0,0,0,0
47339,0,0,0,0
47340,0,0,0,0
47341,0,0,0,0
47342,0,0,0,0
47343,0,0,0,0
47344,0,0,0,0
47345,0,0,0,0
47346,0,0,0,0
47347,0,0,0,0
47348,0,0,0,0
47349,0,0,0,0
47350,0,0,0,0
47351,0,0,0,0
47352,0,0,0,0
47353,0,0,0,0
47354,0,0,0,0
47355,0,0,0,0
47356,0,0,0,0
47357,0,0,0,0
47358,0,0,0,0
47359,0,0,0,0
47360,0,0,0,0
47361,0,0,0,0
47362,0,0,0,0
47363,0,0,0,0
47364,0,0,0,0
47365,0,0,0,0
47366,0,0,0,0
47367,0,0,0,0
47368,0,0,0,0
47369,0,0,0,0
47370,0,0,0,0
47371,0,0,0,0
47372,0,0,0,0
47373,0,0,0,0
47374,0,0,0,0
47375,0,0,0,0
47376,0,0,0,0
47377,0,0,0,0
47378,0,0,0,0
47379,0,0,0,0
47380,0,0,0,0
47381,0,0,0,0
47382,0,0,0,0
47383,0,0,0,0
47384,0,0,0,0
47385,0,0,0,0
47386,0,0,0,0
47387,0,0,0,0
47388,0,0,0,0
47389,0,0,0,0
47390,0,0,0,0
47391,0,2.98069e-28,0,0
47392,0,6.78512e-29,0,0
47393,0,8.21301e-74,0,0
47394,0,-3.17405e-75,0,0
47395,0,0,0,0
47396,0,0,0,0
47397,0,0,0,0
47398,0,0,0,0
47399,0,0,0,0
47400,0,0,0,0
47401,0,0,0,0
47402,0,0,0,0
47403,0,0,0,0
47404,0,0,0,0
47405,0,0,0,0
47406,0,0,0,0
47407,0,0,0,0
47408,0,0,0,0
47409,0,0,0,0
47410,0,0,0,0
47411,0,0,0,0
47412,0.184938,0,8.94852e-05,-2.49969e-06
47413,0.167034,0,8.94852e-05,-2.49969e-06
47414,0.0744137,0,9.46363e-05,-4.68412e-06
47415,0.0697021,0,9.46363e-05,-4.68412e-06
47416,1.38698e-119,0,9.9945e-120,-3.49888e-120
47417,-5.46206e-121,0,9.9945e-120,-3.49888e-120
47418,3.27887e-119,0,1.6665e-122,1.05338e-122
47419,1.48959e-120,0,1.6665e-122,1.05338e-122
47420,3.48655e-116,0,2.58275e-119,4.76878e-120
47421,-7.99241e-117,0,2.58275e-119,4.76878e-120
47422,0,0,0,0
47423,0,0,0,0
47424,0,0,0,0
47425,0,0,0,0
47426,0,0,0,0
47427,0,0,0,0
47428,0,0,0,0
47429,0,0,0,0
47430,0,0,0,0
47431,0,0,0,0
47432,0,0,0,0
47433,0,0,0,0
47434,0,0,0,0
47435,0,0,0,0
47436,0,0,0,0
47437,0,1.96924e-36,0,0
47438,0,1.08002e-36,0,0
47439,0,0,0,0
47440,0,0,0,0
47441,0,0,0,0
47442,0,0,0,0
47443,0,0,0,0
47444,0,0,0,0
47445,0,0,0,0
47446,0,0,0,0
47447,0,4.20239e-64,0,0
47448,0,4.02064e-64,0,0
47449,0,2.00112e-65,0,0
47450,0,1.15706e-65,0,0
47451,0,7.64122e-64,0,0
47452,3.92884e-100,5.6777e-64,5.16351e-101,3.10438e-101
47453,2.22499e-100,1.50933e-62,5.16351e-101,3.10438e-101
47454,0,2.90023e-62,0,0
47455,0,9.37003e-99,0,0
47456,0,1.88827e-99,0,0
47457,0,0,0,0
47458,0,0,0,0
47459,0,0,0,0
47460,0,0,0,0
47461,0,0,0,0
47462,0,0,0,0
